project_number,file_name,line_of_business,state,received_at_est,delivered_at_est,sla_met,is_urgent,qa_delivery_by,comment,status_hours,status_label,internal,dtp_1,new,fuzzy,total,dtp_2,pm,it_eng,qa,record_id,assigned_analyst_id,template_type,language_code,received_at_utc,delivered_at_utc,egnyte_direct_link,egnyte_file_path,egnyte_file_size_kb,created_by,updated_by,created_at,updated_at
MOHE-260703-5729,MHNY SWH STD Mbr Materials_c3a7becd-1b09-4a1d-acb4-c4573a48b68e_ru,NY Molina SWH – PDF,NY,2026-07-02 18:00:00,2026-07-03 15:25:00,Y,,,,21.41,21.41 Consecutive Business Hours,,,,,,0,0,0,0,8eadd627-52db-47bb-927c-b9254f72d090,,PDF,RUS,2026-07-02T22:00:00Z,2026-07-03T19:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260703-5729,MHNY SWH STD Mbr Materials_ffb35208-7cf1-4d47-99f6-d68b36a03064_ru,NY Molina SWH – PDF,NY,2026-07-02 21:01:00,2026-07-03 15:25:00,Y,,,,7.43,7.43 Consecutive Business Hours,,,,,,0,0,0,0,0628fa11-5d67-4699-a4d1-d4c56b67571d,2,PDF,RUS,2026-07-03T01:01:00Z,2026-07-03T19:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260703-5729,MHNY SWH STD Mbr Materials_2947fecf-343f-4bfe-935f-292c1ed43e63_ru,NY Molina SWH – PDF,NY,2026-07-06 15:00:00,2026-07-07 14:56:00,Y,,,,23.94,23.94 Consecutive Business Hours,,1.08,,,2212,0.38,0.25,0.45,0,fe178289-a993-4528-afd8-9a9399966758,,PDF,RUS,2026-07-06T19:00:00Z,2026-07-07T18:56:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260703-5729,MHNY SWH STD Mbr Materials_4c35a10f-b898-41f8-94b6-b504ea03b4c0_ru,NY Molina SWH – PDF,NY,2026-07-06 15:00:00,2026-07-07 14:56:00,Y,,,,23.94,23.94 Consecutive Business Hours,,,,,,0,0,0,0,82335c88-c1d5-4af8-899b-26fbf3f66fcd,2,PDF,RUS,2026-07-06T19:00:00Z,2026-07-07T18:56:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260703-5729,MHNY SWH STD Mbr Materials_9469d0b0-2563-4ccc-9227-8bf643a4840f_ru,NY Molina SWH – PDF,NY,2026-07-06 15:00:00,2026-07-07 14:56:00,Y,,,,23.93,23.93 Consecutive Business Hours,,,,,,0,0,0,0,8fe4bff9-46a5-4427-a5aa-0ea003e6799d,,PDF,RUS,2026-07-06T19:00:00Z,2026-07-07T18:56:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260703-5729,MHNY SWH STD Mbr Materials_ea33450c-7b5f-4e7d-8046-6c2eac253753_ru,NY Molina SWH – PDF,NY,2026-07-06 15:00:00,2026-07-07 14:56:00,Y,,,,23.93,23.93 Consecutive Business Hours,,,,,,0,0,0,0,e37fccbd-8ce4-45bf-aaa0-110cc2f703be,,PDF,RUS,2026-07-06T19:00:00Z,2026-07-07T18:56:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260708-5862,MHNY SWH STD Mbr Materials_8b4e2a5b-2de0-41f6-a14c-5309971b614d_ru,NY Molina SWH – PDF,NY,2026-07-06 18:00:00,2026-07-08 14:11:00,Y,,,,44.18,44.18 Consecutive Business Hours,,1.35,,,2742,0.47,0.31,0.57,0,02843ac4-0d94-4cb5-bda7-9540653e734d,,PDF,RUS,2026-07-06T22:00:00Z,2026-07-08T18:11:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260708-5862,MHNY SWH STD Mbr Materials_96eae139-58bf-4c56-bd78-a5c26fc06cce_ru,NY Molina SWH – PDF,NY,2026-07-06 18:00:00,2026-07-08 14:11:00,Y,,,,44.18,44.18 Consecutive Business Hours,,,,,,0,0,0,0,0417f063-a0e4-48fc-9598-19c38cbfe0a1,,PDF,RUS,2026-07-06T22:00:00Z,2026-07-08T18:11:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260708-5862,MHNY SWH STD Mbr Materials_979a9e0d-e409-48fb-8651-424ea68df985_ru,NY Molina SWH – PDF,NY,2026-07-06 18:00:00,2026-07-08 14:11:00,Y,,,,44.18,44.18 Consecutive Business Hours,,,,,,0,0,0,0,2f8687d1-4180-4a28-ba32-0848cc1065b0,2,PDF,RUS,2026-07-06T22:00:00Z,2026-07-08T18:11:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260708-5862,MHNY SWH STD Mbr Materials_83aad1c4-6f5c-4654-acea-868d9618832e_ru,NY Molina SWH – PDF,NY,2026-07-06 18:00:00,2026-07-08 14:11:00,Y,,,,44.18,44.18 Consecutive Business Hours,,,,,,0,0,0,0,b9f71a6f-fe94-47a0-965d-c757daf0f166,,PDF,RUS,2026-07-06T22:00:00Z,2026-07-08T18:11:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260708-5862,MHNY SWH STD Mbr Materials_e75bac83-89ee-4538-a4a7-cd0aab9a335b_ru,NY Molina SWH – PDF,NY,2026-07-06 21:00:00,2026-07-08 14:11:00,Y,,,,30.19,30.19 Consecutive Business Hours,,,,,,0,0,0,0,4443ea51-808f-43c4-aa5a-7fe82d172372,,PDF,RUS,2026-07-07T01:00:00Z,2026-07-08T18:11:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260707-5843,MHNY SWH STD Mbr Materials_9bd3a70a-db2b-4eca-8fd7-7eca729a34c8_ru,NY Molina SWH – PDF,NY,2026-07-07 15:02:00,2026-07-07 19:17:00,Y,,,,4.26,4.26 Consecutive Business Hours,,0.81,0,0,1696,0.28,0.19,0.34,0,246f8ff6-ab75-4576-a29b-6b7117daa04a,2,PDF,RUS,2026-07-07T19:02:00Z,2026-07-07T23:17:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260707-5843,MHNY SWH STD Mbr Materials_f0435e10-8c33-47a4-9483-f6091c318d6e_ru,NY Molina SWH – PDF,NY,2026-07-07 15:02:00,2026-07-07 19:17:00,Y,,,,4.26,4.26 Consecutive Business Hours,,,,,,0,0,0,0,9c574c5b-635a-4f2c-995b-07301b0f3ece,,PDF,RUS,2026-07-07T19:02:00Z,2026-07-07T23:17:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260707-5843,MHNY SWH STD Mbr Materials_48a24f9b-6c38-4984-b9d7-8d9a3f90bc82_ru,NY Molina SWH – PDF,NY,2026-07-07 15:02:00,2026-07-07 19:17:00,Y,,,,4.26,4.26 Consecutive Business Hours,,,,,,0,0,0,0,2c60c966-ee29-41e7-bfd0-c75fa142f693,,PDF,RUS,2026-07-07T19:02:00Z,2026-07-07T23:17:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260708-5879,MHNY SWH STD Mbr Materials_71642c9c-3887-4cac-ab90-be4de1f3b8b1_ru,NY Molina SWH – PDF,NY,2026-07-07 18:00:00,2026-07-09 10:48:00,Y,,,,40.8,40.80 Consecutive Business Hours,,1.35,,,2870,0.47,0.31,0.57,0,2ef6cc44-7c31-4ce1-bf11-3472e6c456f8,2,PDF,RUS,2026-07-07T22:00:00Z,2026-07-09T14:48:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260708-5879,MHNY SWH STD Mbr Materials_8f1dc109-b198-4738-a948-be8d80707c00_ru,NY Molina SWH – PDF,NY,2026-07-07 18:00:00,2026-07-09 10:48:00,Y,,,,40.8,40.80 Consecutive Business Hours,,,,,,0,0,0,0,da227859-ffde-4352-87ce-643d14e016f8,,PDF,RUS,2026-07-07T22:00:00Z,2026-07-09T14:48:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260708-5879,MHNY SWH STD Mbr Materials_9e9d0900-dd25-4332-9efd-8c534bee241b_ru,NY Molina SWH – PDF,NY,2026-07-07 18:00:00,2026-07-09 10:48:00,Y,,,,40.8,40.80 Consecutive Business Hours,,,,,,0,0,0,0,0b5384dc-bf23-4804-9c38-709bc9406d44,,PDF,RUS,2026-07-07T22:00:00Z,2026-07-09T14:48:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260708-5879,MHNY SWH STD Mbr Materials_d26c6892-4635-4bfb-b008-86a73fd7ff43_ru,NY Molina SWH – PDF,NY,2026-07-07 18:00:00,2026-07-09 10:48:00,Y,,,,40.79,40.79 Consecutive Business Hours,,,,,,0,0,0,0,a12a883d-7d4d-412c-8183-fac25eca6702,2,PDF,RUS,2026-07-07T22:00:00Z,2026-07-09T14:48:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260708-5879,MHNY SWH STD Mbr Materials_a1353e58-dec1-4823-b266-48328712edb4_ru,NY Molina SWH – PDF,NY,2026-07-08 03:00:00,2026-07-09 10:48:00,Y,,,,26.81,26.81 Consecutive Business Hours,,,,,,0,0,0,0,a2fe6a26-566d-4b81-83f0-a52cd3e45403,,PDF,RUS,2026-07-08T07:00:00Z,2026-07-09T14:48:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260709-5910,MHNY SWH STD Advance Directive_214bb17d-c998-4f8a-99d5-c207b82b06f6_ru,NY Molina SWH – PDF,NY,2026-07-08 15:00:00,2026-07-09 16:06:00,Y,,,,25.09,25.09 Consecutive Business Hours,,1.08,,,2213,0.38,0.25,0.45,0,d2068ef1-c345-4dad-a574-162ce78e108d,,PDF,RUS,2026-07-08T19:00:00Z,2026-07-09T20:06:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260709-5910,MHNY SWH STD Mbr Materials_fa9ed85f-99fc-486b-8612-c76326d0466a_ru,NY Molina SWH – PDF,NY,2026-07-08 15:00:00,2026-07-09 16:06:00,Y,,,,25.09,25.09 Consecutive Business Hours,,,,,,0,0,0,0,b4319190-1b10-47eb-9a54-64572869ddb6,,PDF,RUS,2026-07-08T19:00:00Z,2026-07-09T20:06:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260709-5910,MHNY SWH STD Mbr Materials_c89fb638-e23f-4838-8063-d222fbb7af8b_ru,NY Molina SWH – PDF,NY,2026-07-08 18:00:00,2026-07-09 16:06:00,Y,,,,22.09,22.09 Consecutive Business Hours,,,,,,0,0,0,0,cc2b0880-6a4b-46ac-b37f-3cc8ba66b870,2,PDF,RUS,2026-07-08T22:00:00Z,2026-07-09T20:06:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260709-5910,MHNY SWH STD Mbr Materials_e57e9ed0-bd9e-4224-8371-9744743ea6db_ru,NY Molina SWH – PDF,NY,2026-07-08 18:00:00,2026-07-09 16:06:00,Y,,,,22.09,22.09 Consecutive Business Hours,,,,,,0,0,0,0,89a2db43-05d1-46a7-8936-253bb695a576,,PDF,RUS,2026-07-08T22:00:00Z,2026-07-09T20:06:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260709-5930,MHNY SWH STD Advance Directive_ca085c4f-33e1-450a-be98-efc44d14e12c_ru,NY Molina SWH – PDF,NY,2026-07-09 15:01:00,2026-07-09 18:14:00,Y,,,,3.22,3.22 Consecutive Business Hours,,1.08,0,0,2286,0.38,0.25,0.45,0,ed74856f-4a94-44fd-9938-4bc9448b37dd,,PDF,RUS,2026-07-09T19:01:00Z,2026-07-09T22:14:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260709-5930,MHNY SWH STD Mbr Materials_1ca9a3b8-c760-4148-8b17-277aaa079c49_ru,NY Molina SWH – PDF,NY,2026-07-09 15:01:00,2026-07-09 18:14:00,Y,,,,3.22,3.22 Consecutive Business Hours,,,,,,0,0,0,0,509e4a4f-1d9c-4a79-bea4-750e275e5f4b,,PDF,RUS,2026-07-09T19:01:00Z,2026-07-09T22:14:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260709-5930,MHNY SWH STD Mbr Materials_a4250ce3-6d0b-4282-9f21-9d5d2d74e73b_ru,NY Molina SWH – PDF,NY,2026-07-09 15:01:00,2026-07-09 18:14:00,Y,,,,3.22,3.22 Consecutive Business Hours,,,,,,0,0,0,0,4598b939-e03c-44e0-8d57-108b1feaf165,2,PDF,RUS,2026-07-09T19:01:00Z,2026-07-09T22:14:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260709-5930,MHNY SWH STD Mbr Materials_fdef62d9-eac4-4f3b-8c04-6319f36a762d_ru,NY Molina SWH – PDF,NY,2026-07-09 15:01:00,2026-07-09 18:14:00,Y,,,,3.22,3.22 Consecutive Business Hours,,,,,,0,0,0,0,87d0eb56-3637-4b6d-a69d-a7efcb877d0f,,PDF,RUS,2026-07-09T19:01:00Z,2026-07-09T22:14:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260713-6026,MHNY SWH STD Care Plan_4e281bd4-4f61-4faa-be81-72f44e5494be_ru,NY Molina SWH – PDF,NY,2026-07-11 06:00:00,2026-07-14 14:37:00,Y,,,,30.62,30.62 Consecutive Business Hours,,3.5,25,36,9366,1.23,0.81,1.47,0,8d2d33a4-144b-40c0-ab8f-42aaca27b86a,,PDF,RUS,2026-07-11T10:00:00Z,2026-07-14T18:37:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260713-6026,MHNY SWH STD Mbr Materials_0f0b7c33-0f7d-4fd6-bd5e-6cfeec7428c7_ru,NY Molina SWH – PDF,NY,2026-07-11 06:00:00,2026-07-13 16:33:00,Y,,,,8.56,8.56 Consecutive Business Hours,,,,,,0,0,0,0,7804839d-1036-4239-b98d-fa63dcccb49f,1,PDF,RUS,2026-07-11T10:00:00Z,2026-07-13T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260713-6026,MHNY SWH STD Mbr Materials_393758ec-d4d8-4894-a966-3cc8b1f24ae0_ru,NY Molina SWH – PDF,NY,2026-07-11 06:00:00,2026-07-13 16:33:00,Y,,,,8.56,8.56 Consecutive Business Hours,,,,,,0,0,0,0,aa211e94-758b-4b0c-a862-ecdf5c77f532,,PDF,RUS,2026-07-11T10:00:00Z,2026-07-13T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260713-6026,MHNY SWH STD Mbr Materials_4af2aaf8-b55e-4c7d-a5cf-82bdb4c27238_ru,NY Molina SWH – PDF,NY,2026-07-11 06:00:00,2026-07-13 16:33:00,Y,,,,8.56,8.56 Consecutive Business Hours,,,,,,0,0,0,0,96fabd96-4ab4-4ba9-bb4d-9bbece6fc68d,,PDF,RUS,2026-07-11T10:00:00Z,2026-07-13T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260713-6026,MHNY SWH STD Mbr Materials_439965e6-9843-4d0b-b9f2-db454d6e4b67_ru,NY Molina SWH – PDF,NY,2026-07-11 06:00:00,2026-07-13 16:33:00,Y,,,,8.56,8.56 Consecutive Business Hours,,,,,,0,0,0,0,5e68a773-4c61-467d-a20b-be83b3cd0c20,1,PDF,RUS,2026-07-11T10:00:00Z,2026-07-13T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260713-6026,MHNY SWH STD Mbr Materials_ffed0fba-2dd3-4cba-b9b5-a146dd0c9c5d_ru,NY Molina SWH – PDF,NY,2026-07-11 06:00:00,2026-07-13 16:33:00,Y,,,,8.56,8.56 Consecutive Business Hours,,,,,,0,0,0,0,e5f58c32-26e4-458b-b5ce-fb1913026978,1,PDF,RUS,2026-07-11T10:00:00Z,2026-07-13T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6045,MHNY SWH STD Care Plan_ead068ca-69c0-4130-a4cf-dca4c0a44de3_ru,NY Molina SWH – PDF,NY,2026-07-13 15:00:00,2026-07-14 15:25:00,Y,,,,24.41,24.41 Consecutive Business Hours,,3.4,8,76,7062,1.19,0.78,1.43,0,cecfb0b0-9a27-4b43-ae37-203b101b2706,,PDF,RUS,2026-07-13T19:00:00Z,2026-07-14T19:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6045,MHNY SWH STD Mbr Materials_3fca899f-fe15-499c-95cc-66f1ba969dbe_ru,NY Molina SWH – PDF,NY,2026-07-13 15:00:00,2026-07-14 15:25:00,Y,,,,24.41,24.41 Consecutive Business Hours,,,,,,0,0,0,0,4e1ff4af-e350-4e3c-a5f0-d5dc22bad601,,PDF,RUS,2026-07-13T19:00:00Z,2026-07-14T19:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6045,MHNY SWH STD Mbr Materials_d9e37097-94c0-4571-ab7f-5eb3edb38cde_ru,NY Molina SWH – PDF,NY,2026-07-13 15:00:00,2026-07-14 15:25:00,Y,,,,24.41,24.41 Consecutive Business Hours,,,,,,0,0,0,0,aef2862d-a480-42f5-8030-991033707cef,5,PDF,RUS,2026-07-13T19:00:00Z,2026-07-14T19:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6045,MHNY SWH STD Mbr Materials_ebeb24e5-4e91-45eb-8f84-a3c40cfa150d_ru,NY Molina SWH – PDF,NY,2026-07-13 15:00:00,2026-07-14 15:25:00,Y,,,,24.41,24.41 Consecutive Business Hours,,,,,,0,0,0,0,da688088-fbb2-4b68-9927-910e76c194ed,,PDF,RUS,2026-07-13T19:00:00Z,2026-07-14T19:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6045,MHNY SWH STD Advance Directive_ee26efb3-0bad-45d9-8a12-d76e76b7bfa3_ru,NY Molina SWH – PDF,NY,2026-07-13 18:00:00,2026-07-14 15:25:00,Y,,,,21.41,21.41 Consecutive Business Hours,,,,,,0,0,0,0,975389a3-1205-451a-8a5a-819abd2badaf,5,PDF,RUS,2026-07-13T22:00:00Z,2026-07-14T19:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6045,MHNY SWH STD Mbr Materials_74ff4368-d632-4c47-8cf3-575360d947eb_ru,NY Molina SWH – PDF,NY,2026-07-13 18:00:00,2026-07-14 15:25:00,Y,,,,21.41,21.41 Consecutive Business Hours,,,,,,0,0,0,0,7ff24f13-2f4b-482c-9378-8cfed21988da,,PDF,RUS,2026-07-13T22:00:00Z,2026-07-14T19:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6045,MHNY SWH STD Mbr Materials_a77b3445-d7b1-4c14-aab3-9a49c238548d_ru,NY Molina SWH – PDF,NY,2026-07-13 18:00:00,2026-07-14 15:25:00,Y,,,,21.41,21.41 Consecutive Business Hours,,,,,,0,0,0,0,03574941-67c8-4814-94eb-1ba361d76b62,,PDF,RUS,2026-07-13T22:00:00Z,2026-07-14T19:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6045,MHNY SWH STD Mbr Materials_3e1bb179-2a3d-4249-a9d7-82a2053afff3_ru,NY Molina SWH – PDF,NY,2026-07-13 21:00:00,2026-07-14 15:25:00,Y,,,,7.42,7.42 Consecutive Business Hours,,,,,,0,0,0,0,a5958f49-bc9b-4792-b837-abbb03f99d29,5,PDF,RUS,2026-07-14T01:00:00Z,2026-07-14T19:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6045,MHNY SWH STD Mbr Materials_721c112a-b9bf-437b-80ca-5c5accc8fa96_ru,NY Molina SWH – PDF,NY,2026-07-14 03:00:00,2026-07-14 15:25:00,Y,,,,7.42,7.42 Consecutive Business Hours,,,,,,0,0,0,0,58e4b9ae-8aab-478c-87a4-331b333ad260,,PDF,RUS,2026-07-14T07:00:00Z,2026-07-14T19:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6060,MHNY SWH STD Care Plan_e6629044-77ad-4ad9-bbd6-38b356dae379_ru,NY Molina SWH – PDF,NY,2026-07-14 15:01:00,2026-07-15 14:45:00,Y,,,,23.74,23.74 Consecutive Business Hours,,2.5,,,,0.88,0.58,1.05,0,e5fe758a-6d1d-4ec5-885f-83698ead936c,,PDF,RUS,2026-07-14T19:01:00Z,2026-07-15T18:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6060,MHNY SWH STD Mbr Materials_2af0db89-e3e2-41fa-be19-21348539b787_ru,NY Molina SWH – PDF,NY,2026-07-14 15:01:00,2026-07-15 14:45:00,Y,,,,23.74,23.74 Consecutive Business Hours,,,,,,0,0,0,0,a36b45e3-eba2-4ebe-a0fa-ec93b741980b,,PDF,RUS,2026-07-14T19:01:00Z,2026-07-15T18:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6060,MHNY SWH STD Mbr Materials_a144df7e-f44d-425c-85a3-23ffdaa91d4a_ru,NY Molina SWH – PDF,NY,2026-07-14 15:01:00,2026-07-15 14:45:00,Y,,,,23.74,23.74 Consecutive Business Hours,,,,,,0,0,0,0,6c30897b-dad2-4cd5-a76a-d43e0fd624b5,5,PDF,RUS,2026-07-14T19:01:00Z,2026-07-15T18:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6060,MHNY SWH STD Mbr Materials_ba418b8d-449c-4047-8c1c-6ead099365be_ru,NY Molina SWH – PDF,NY,2026-07-14 15:01:00,2026-07-15 14:45:00,Y,,,,23.74,23.74 Consecutive Business Hours,,,,,,0,0,0,0,c3784903-a441-45b7-becd-2b722304ce18,5,PDF,RUS,2026-07-14T19:01:00Z,2026-07-15T18:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6060,MHNY SWH STD Mbr Materials_d8580897-8ed4-4ebb-bff1-ab5e46032bb1_ru,NY Molina SWH – PDF,NY,2026-07-14 15:01:00,2026-07-15 14:45:00,Y,,,,23.74,23.74 Consecutive Business Hours,,,,,,0,0,0,0,6e71d21c-5cbb-472b-a866-f25c3e9edbfe,5,PDF,RUS,2026-07-14T19:01:00Z,2026-07-15T18:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260714-6060,MHNY SWH STD Mbr Materials_dad2e80e-7ee2-4974-9b9e-708e134aa8c8_ru,NY Molina SWH – PDF,NY,2026-07-14 15:01:00,2026-07-15 14:45:00,Y,,,,23.74,23.74 Consecutive Business Hours,,,,,,0,0,0,0,a998ae68-c604-4f62-98ac-7cba52c25bee,,PDF,RUS,2026-07-14T19:01:00Z,2026-07-15T18:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260715-6091,MHNY SWH STD Advance Directive_58fd38fb-b92d-44ad-8298-e9436204b217_ru,NY Molina SWH – PDF,NY,2026-07-14 18:00:00,2026-07-15 14:49:00,Y,,,,20.81,20.81 Consecutive Business Hours,,,,,,0,0,0,0,0858e204-54b9-4a79-9aa9-05ec6cdf70ad,2,PDF,RUS,2026-07-14T22:00:00Z,2026-07-15T18:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260715-6091,MHNY SWH STD Mbr Materials_c67b2993-e7fc-4128-a7a6-3fb83e0af68e_ru,NY Molina SWH – PDF,NY,2026-07-14 18:00:00,2026-07-15 14:49:00,Y,,,,20.8,20.80 Consecutive Business Hours,,,,,,0,0,0,0,b447e852-4794-4c5f-9c41-cc7935fad5cd,5,PDF,RUS,2026-07-14T22:00:00Z,2026-07-15T18:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260715-6091,MHNY SWH STD Mbr Materials_d1c81d5d-c26e-48ad-be6b-fa3845a7cf02_ru,NY Molina SWH – PDF,NY,2026-07-14 18:00:00,2026-07-15 14:49:00,Y,,,,20.8,20.80 Consecutive Business Hours,,,,,,0,0,0,0,146a4b3a-0bb2-4c88-8470-43efe29c531d,,PDF,RUS,2026-07-14T22:00:00Z,2026-07-15T18:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260715-6091,MHNY SWH STD Mbr Materials_c8accee0-060d-44c1-a46f-78f19c29f586_ru,NY Molina SWH – PDF,NY,2026-07-14 18:00:00,2026-07-15 14:49:00,Y,,,,20.8,20.80 Consecutive Business Hours,,,,,,0,0,0,0,cbdfc59f-8843-4e58-ad4c-7b8dafa46de2,5,PDF,RUS,2026-07-14T22:00:00Z,2026-07-15T18:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260715-6091,MHNY SWH STD Mbr Materials_d3c4a450-1045-4199-9821-f8f854f4cb1f_ru,NY Molina SWH – PDF,NY,2026-07-14 18:00:00,2026-07-15 14:49:00,Y,,,,20.8,20.80 Consecutive Business Hours,,,,,,0,0,0,0,dcd89291-2118-4a87-913f-81fa21976ae1,,PDF,RUS,2026-07-14T22:00:00Z,2026-07-15T18:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260716-6137,MHNY SWH STD Mbr Materials_317499ac-a7c6-42a1-a6a6-29db395a1063_ru,NY Molina SWH – PDF,NY,2026-07-15 15:01:00,2026-07-16 18:48:00,Y,,,,27.78,27.78 Consecutive Business Hours,,2.5,41,118,5128,0.88,0.58,1.05,0,fe2299a4-1b89-4296-b18a-9ec316488695,2,PDF,RUS,2026-07-15T19:01:00Z,2026-07-16T22:48:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260716-6137,MHNY SWH STD Care Plan_d2297fa3-96d1-49f9-8656-0989060af2c2_ru,NY Molina SWH – PDF,NY,2026-07-15 15:01:00,2026-07-16 18:48:00,Y,,,,27.78,27.78 Consecutive Business Hours,,,,,,0,0,0,0,0d705be9-f0f7-434d-ba6d-01a9b8511119,,PDF,RUS,2026-07-15T19:01:00Z,2026-07-16T22:48:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260716-6137,MHNY SWH STD Mbr Materials_690e70dd-7518-403c-a1e0-03d754ef3429_ru,NY Molina SWH – PDF,NY,2026-07-15 18:00:00,2026-07-16 18:48:00,Y,,,,24.8,24.80 Consecutive Business Hours,,,,,,0,0,0,0,fcf745d3-a6be-4040-88b8-f833a2600dfa,5,PDF,RUS,2026-07-15T22:00:00Z,2026-07-16T22:48:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260716-6137,MHNY SWH STD Mbr Materials_a1acfeeb-23f4-45d4-93f9-904e96dae965_ru,NY Molina SWH – PDF,NY,2026-07-15 18:00:00,2026-07-16 18:48:00,Y,,,,24.8,24.80 Consecutive Business Hours,,,,,,0,0,0,0,0679bbea-4797-4de4-995d-db69a2cd3895,,PDF,RUS,2026-07-15T22:00:00Z,2026-07-16T22:48:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
